TNATURE;IENTITY;IBP;IVERSION;ISTRAT;ISCEN;CTP;MVAL
AMTZ;5;1;1;1;1;13;-20
AMTZ;6;1;1;1;1;13;-20
AMTZ;7;1;1;1;1;13;-20
DIVID_REQ;7;1;1;1;1;13;1000
AMTZ;8;1;1;1;1;13;-20
DIVID_REQ;8;1;1;1;1;13;1000
AMTZ;9;1;1;1;1;13;-20
DIVID_REQ;9;1;1;1;1;13;1000
AMTZ;10;1;1;1;1;13;-20
DIVID_REQ;10;1;1;1;1;13;1000
AMTZ;11;1;1;1;1;13;-20
DIVID_REQ;11;1;1;1;1;13;1000
AMTZ;12;1;1;1;1;13;-20
AMTZ;13;1;1;1;1;13;-20
AMTZ;14;1;1;1;1;13;-20
DIVID_REQ;14;1;1;1;1;13;1000
AMTZ;15;1;1;1;1;13;-20
DIVID_REQ;15;1;1;1;1;13;1000
AMTZ;16;1;1;1;1;13;-20
DIVID_REQ;16;1;1;1;1;13;1000
AMTZ;17;1;1;1;1;13;-20
DIVID_REQ;17;1;1;1;1;13;1000
AMTZ;18;1;1;1;1;13;-20
DIVID_REQ;18;1;1;1;1;13;1000
AMTZ;19;1;1;1;1;13;-20
AMTZ;20;1;1;1;1;13;-20
DIVID_REQ;20;1;1;1;1;13;1000
AMTZ;21;1;1;1;1;13;-20
DIVID_REQ;21;1;1;1;1;13;1000
AMTZ;22;1;1;1;1;13;-20
AMTZ;23;1;1;1;1;13;-20
DIVID_REQ;23;1;1;1;1;13;1000
AMTZ;1;1;1;1;1;14;-20
AMTZ;2;1;1;1;1;14;-20
AMTZ;3;1;1;1;1;14;-20
AMTZ;4;1;1;1;1;14;-20
AMTZ;5;1;1;1;1;14;-20
AMTZ;6;1;1;1;1;14;-20
AMTZ;7;1;1;1;1;14;-20
DIVID_REQ;7;1;1;1;1;14;1000
AMTZ;8;1;1;1;1;14;-20
DIVID_REQ;8;1;1;1;1;14;1000
AMTZ;9;1;1;1;1;14;-20
DIVID_REQ;9;1;1;1;1;14;1000
AMTZ;10;1;1;1;1;14;-20
DIVID_REQ;10;1;1;1;1;14;1000
AMTZ;11;1;1;1;1;14;-20
DIVID_REQ;11;1;1;1;1;14;1000
AMTZ;12;1;1;1;1;14;-20
AMTZ;13;1;1;1;1;14;-20
AMTZ;14;1;1;1;1;14;-20
DIVID_REQ;14;1;1;1;1;14;1000
AMTZ;15;1;1;1;1;14;-20
DIVID_REQ;15;1;1;1;1;14;1000
AMTZ;16;1;1;1;1;14;-20
DIVID_REQ;16;1;1;1;1;14;1000
AMTZ;17;1;1;1;1;14;-20
DIVID_REQ;17;1;1;1;1;14;1000
AMTZ;18;1;1;1;1;14;-20
DIVID_REQ;18;1;1;1;1;14;1000
AMTZ;19;1;1;1;1;14;-20
AMTZ;20;1;1;1;1;14;-20
DIVID_REQ;20;1;1;1;1;14;1000
AMTZ;21;1;1;1;1;14;-20
DIVID_REQ;21;1;1;1;1;14;1000
AMTZ;22;1;1;1;1;14;-20
AMTZ;23;1;1;1;1;14;-20
DIVID_REQ;23;1;1;1;1;14;1000
AMTZ;1;1;1;1;1;15;-20
AMTZ;2;1;1;1;1;15;-20
AMTZ;3;1;1;1;1;15;-20
AMTZ;4;1;1;1;1;15;-20
AMTZ;5;1;1;1;1;15;-20
AMTZ;6;1;1;1;1;15;-20
AMTZ;7;1;1;1;1;15;-20
DIVID_REQ;7;1;1;1;1;15;1000
AMTZ;8;1;1;1;1;15;-20
DIVID_REQ;8;1;1;1;1;15;1000
AMTZ;9;1;1;1;1;15;-20
DIVID_REQ;9;1;1;1;1;15;1000
AMTZ;10;1;1;1;1;15;-20
DIVID_REQ;10;1;1;1;1;15;1000
AMTZ;11;1;1;1;1;15;-20
DIVID_REQ;11;1;1;1;1;15;1000
AMTZ;12;1;1;1;1;15;-20
AMTZ;13;1;1;1;1;15;-20
AMTZ;14;1;1;1;1;15;-20
DIVID_REQ;14;1;1;1;1;15;1000
AMTZ;15;1;1;1;1;15;-20
DIVID_REQ;15;1;1;1;1;15;1000
AMTZ;16;1;1;1;1;15;-20
DIVID_REQ;16;1;1;1;1;15;1000
AMTZ;17;1;1;1;1;15;-20
DIVID_REQ;17;1;1;1;1;15;1000
AMTZ;18;1;1;1;1;15;-20
DIVID_REQ;18;1;1;1;1;15;1000
AMTZ;19;1;1;1;1;15;-20
AMTZ;20;1;1;1;1;15;-20
DIVID_REQ;20;1;1;1;1;15;1000
AMTZ;21;1;1;1;1;15;-20
DIVID_REQ;21;1;1;1;1;15;1000
AMTZ;22;1;1;1;1;15;-20
AMTZ;23;1;1;1;1;15;-20
DIVID_REQ;23;1;1;1;1;15;1000
AMTZ;1;1;1;1;1;16;-20
AMTZ;2;1;1;1;1;16;-20
AMTZ;3;1;1;1;1;16;-20
AMTZ;4;1;1;1;1;16;-20
AMTZ;5;1;1;1;1;16;-20
AMTZ;6;1;1;1;1;16;-20
AMTZ;7;1;1;1;1;16;-20
DIVID_REQ;7;1;1;1;1;16;1000
AMTZ;8;1;1;1;1;16;-20
DIVID_REQ;8;1;1;1;1;16;1000
AMTZ;9;1;1;1;1;16;-20
DIVID_REQ;9;1;1;1;1;16;1000
AMTZ;10;1;1;1;1;16;-20
DIVID_REQ;10;1;1;1;1;16;1000
AMTZ;11;1;1;1;1;16;-20
DIVID_REQ;11;1;1;1;1;16;1000
AMTZ;12;1;1;1;1;16;-20
AMTZ;13;1;1;1;1;16;-20
AMTZ;14;1;1;1;1;16;-20
DIVID_REQ;14;1;1;1;1;16;1000
AMTZ;15;1;1;1;1;16;-20
DIVID_REQ;15;1;1;1;1;16;1000
AMTZ;16;1;1;1;1;16;-20
DIVID_REQ;16;1;1;1;1;16;1000
AMTZ;17;1;1;1;1;16;-20
DIVID_REQ;17;1;1;1;1;16;1000
AMTZ;18;1;1;1;1;16;-20
DIVID_REQ;18;1;1;1;1;16;1000
AMTZ;19;1;1;1;1;16;-20
AMTZ;20;1;1;1;1;16;-20
DIVID_REQ;20;1;1;1;1;16;1000
AMTZ;21;1;1;1;1;16;-20
DIVID_REQ;21;1;1;1;1;16;1000
AMTZ;22;1;1;1;1;16;-20
AMTZ;23;1;1;1;1;16;-20
DIVID_REQ;23;1;1;1;1;16;1000
AMTZ;1;1;1;1;1;17;-20
AMTZ;2;1;1;1;1;17;-20
AMTZ;3;1;1;1;1;17;-20
AMTZ;4;1;1;1;1;17;-20
AMTZ;5;1;1;1;1;17;-20
AMTZ;6;1;1;1;1;17;-20
AMTZ;7;1;1;1;1;17;-20
DIVID_REQ;7;1;1;1;1;17;1000
AMTZ;8;1;1;1;1;17;-20
DIVID_REQ;8;1;1;1;1;17;1000
AMTZ;9;1;1;1;1;17;-20
DIVID_REQ;9;1;1;1;1;17;1000
AMTZ;10;1;1;1;1;17;-20
DIVID_REQ;10;1;1;1;1;17;1000
AMTZ;11;1;1;1;1;17;-20
DIVID_REQ;11;1;1;1;1;17;1000
AMTZ;12;1;1;1;1;17;-20
AMTZ;13;1;1;1;1;17;-20
AMTZ;14;1;1;1;1;17;-20
DIVID_REQ;14;1;1;1;1;17;1000
AMTZ;15;1;1;1;1;17;-20
DIVID_REQ;15;1;1;1;1;17;1000
AMTZ;16;1;1;1;1;17;-20
DIVID_REQ;16;1;1;1;1;17;1000
AMTZ;17;1;1;1;1;17;-20
DIVID_REQ;17;1;1;1;1;17;1000
AMTZ;18;1;1;1;1;17;-20
DIVID_REQ;18;1;1;1;1;17;1000
AMTZ;19;1;1;1;1;17;-20
AMTZ;20;1;1;1;1;17;-20
DIVID_REQ;20;1;1;1;1;17;1000
AMTZ;21;1;1;1;1;17;-20
DIVID_REQ;21;1;1;1;1;17;1000
AMTZ;22;1;1;1;1;17;-20
AMTZ;23;1;1;1;1;17;-20
DIVID_REQ;23;1;1;1;1;17;1000
AMTZ;1;1;1;1;1;18;-20
AMTZ;2;1;1;1;1;18;-20
AMTZ;3;1;1;1;1;18;-20
AMTZ;4;1;1;1;1;18;-20
AMTZ;5;1;1;1;1;18;-20
AMTZ;6;1;1;1;1;18;-20
AMTZ;7;1;1;1;1;18;-20
DIVID_REQ;7;1;1;1;1;18;1000
AMTZ;8;1;1;1;1;18;-20
DIVID_REQ;8;1;1;1;1;18;1000
AMTZ;9;1;1;1;1;18;-20
DIVID_REQ;9;1;1;1;1;18;1000
AMTZ;10;1;1;1;1;18;-20
DIVID_REQ;10;1;1;1;1;18;1000
AMTZ;11;1;1;1;1;18;-20
DIVID_REQ;11;1;1;1;1;18;1000
AMTZ;12;1;1;1;1;18;-20
AMTZ;13;1;1;1;1;18;-20
AMTZ;14;1;1;1;1;18;-20
DIVID_REQ;14;1;1;1;1;18;1000
AMTZ;15;1;1;1;1;18;-20
DIVID_REQ;15;1;1;1;1;18;1000
AMTZ;16;1;1;1;1;18;-20
DIVID_REQ;16;1;1;1;1;18;1000
AMTZ;17;1;1;1;1;18;-20
DIVID_REQ;17;1;1;1;1;18;1000
AMTZ;18;1;1;1;1;18;-20
DIVID_REQ;18;1;1;1;1;18;1000
AMTZ;19;1;1;1;1;18;-20
AMTZ;20;1;1;1;1;18;-20
DIVID_REQ;20;1;1;1;1;18;1000
AMTZ;21;1;1;1;1;18;-20
DIVID_REQ;21;1;1;1;1;18;1000
AMTZ;22;1;1;1;1;18;-20
AMTZ;23;1;1;1;1;18;-20
DIVID_REQ;23;1;1;1;1;18;1000
AMTZ;1;1;1;1;1;19;-20
AMTZ;2;1;1;1;1;19;-20
AMTZ;3;1;1;1;1;19;-20
AMTZ;4;1;1;1;1;19;-20
AMTZ;5;1;1;1;1;19;-20
AMTZ;6;1;1;1;1;19;-20
AMTZ;7;1;1;1;1;19;-20
DIVID_REQ;7;1;1;1;1;19;1000
AMTZ;8;1;1;1;1;19;-20
DIVID_REQ;8;1;1;1;1;19;1000
AMTZ;9;1;1;1;1;19;-20
DIVID_REQ;9;1;1;1;1;19;1000
AMTZ;10;1;1;1;1;19;-20
DIVID_REQ;10;1;1;1;1;19;1000
AMTZ;11;1;1;1;1;19;-20
DIVID_REQ;11;1;1;1;1;19;1000
AMTZ;12;1;1;1;1;19;-20
AMTZ;13;1;1;1;1;19;-20
AMTZ;14;1;1;1;1;19;-20
DIVID_REQ;14;1;1;1;1;19;1000
AMTZ;15;1;1;1;1;19;-20
DIVID_REQ;15;1;1;1;1;19;1000
AMTZ;16;1;1;1;1;19;-20
DIVID_REQ;16;1;1;1;1;19;1000
AMTZ;17;1;1;1;1;19;-20
DIVID_REQ;17;1;1;1;1;19;1000
AMTZ;18;1;1;1;1;19;-20
DIVID_REQ;18;1;1;1;1;19;1000
AMTZ;19;1;1;1;1;19;-20
AMTZ;20;1;1;1;1;19;-20
DIVID_REQ;20;1;1;1;1;19;1000
AMTZ;21;1;1;1;1;19;-20
DIVID_REQ;21;1;1;1;1;19;1000
AMTZ;22;1;1;1;1;19;-20
AMTZ;23;1;1;1;1;19;-20
DIVID_REQ;23;1;1;1;1;19;1000
AMTZ;1;1;1;1;1;20;-20
AMTZ;2;1;1;1;1;20;-20
AMTZ;3;1;1;1;1;20;-20
AMTZ;4;1;1;1;1;20;-20
AMTZ;5;1;1;1;1;20;-20
AMTZ;6;1;1;1;1;20;-20
AMTZ;7;1;1;1;1;20;-20
DIVID_REQ;7;1;1;1;1;20;1000
AMTZ;8;1;1;1;1;20;-20
DIVID_REQ;8;1;1;1;1;20;1000
AMTZ;9;1;1;1;1;20;-20
DIVID_REQ;9;1;1;1;1;20;1000
AMTZ;10;1;1;1;1;20;-20
DIVID_REQ;10;1;1;1;1;20;1000
AMTZ;11;1;1;1;1;20;-20
DIVID_REQ;11;1;1;1;1;20;1000
AMTZ;12;1;1;1;1;20;-20
AMTZ;13;1;1;1;1;20;-20
AMTZ;14;1;1;1;1;20;-20
DIVID_REQ;14;1;1;1;1;20;1000
AMTZ;15;1;1;1;1;20;-20
DIVID_REQ;15;1;1;1;1;20;1000
AMTZ;16;1;1;1;1;20;-20
DIVID_REQ;16;1;1;1;1;20;1000
AMTZ;17;1;1;1;1;20;-20
DIVID_REQ;17;1;1;1;1;20;1000
AMTZ;18;1;1;1;1;20;-20
DIVID_REQ;18;1;1;1;1;20;1000
AMTZ;19;1;1;1;1;20;-20
AMTZ;20;1;1;1;1;20;-20
DIVID_REQ;20;1;1;1;1;20;1000
AMTZ;21;1;1;1;1;20;-20
DIVID_REQ;21;1;1;1;1;20;1000
AMTZ;22;1;1;1;1;20;-20
AMTZ;23;1;1;1;1;20;-20
DIVID_REQ;23;1;1;1;1;20;1000
AMTZ;1;1;1;1;1;21;-20
AMTZ;2;1;1;1;1;21;-20
AMTZ;3;1;1;1;1;21;-20
AMTZ;4;1;1;1;1;21;-20
AMTZ;5;1;1;1;1;21;-20
AMTZ;6;1;1;1;1;21;-20
AMTZ;7;1;1;1;1;21;-20
DIVID_REQ;7;1;1;1;1;21;1000
AMTZ;8;1;1;1;1;21;-20
DIVID_REQ;8;1;1;1;1;21;1000
AMTZ;9;1;1;1;1;21;-20
DIVID_REQ;9;1;1;1;1;21;1000
AMTZ;10;1;1;1;1;21;-20
DIVID_REQ;10;1;1;1;1;21;1000
AMTZ;11;1;1;1;1;21;-20
DIVID_REQ;11;1;1;1;1;21;1000
AMTZ;12;1;1;1;1;21;-20
AMTZ;13;1;1;1;1;21;-20
AMTZ;14;1;1;1;1;21;-20
DIVID_REQ;14;1;1;1;1;21;1000
AMTZ;15;1;1;1;1;21;-20
DIVID_REQ;15;1;1;1;1;21;1000
AMTZ;16;1;1;1;1;21;-20
DIVID_REQ;16;1;1;1;1;21;1000
AMTZ;17;1;1;1;1;21;-20
DIVID_REQ;17;1;1;1;1;21;1000
AMTZ;18;1;1;1;1;21;-20
DIVID_REQ;18;1;1;1;1;21;1000
AMTZ;19;1;1;1;1;21;-20
AMTZ;20;1;1;1;1;21;-20
DIVID_REQ;20;1;1;1;1;21;1000
AMTZ;21;1;1;1;1;21;-20
DIVID_REQ;21;1;1;1;1;21;1000
AMTZ;22;1;1;1;1;21;-20
AMTZ;23;1;1;1;1;21;-20
DIVID_REQ;23;1;1;1;1;21;1000
AMTZ;1;1;1;1;1;22;-20
AMTZ;2;1;1;1;1;22;-20
AMTZ;3;1;1;1;1;22;-20
AMTZ;4;1;1;1;1;22;-20
AMTZ;5;1;1;1;1;22;-20
AMTZ;6;1;1;1;1;22;-20
AMTZ;7;1;1;1;1;22;-20
DIVID_REQ;7;1;1;1;1;22;1000
AMTZ;8;1;1;1;1;22;-20
DIVID_REQ;8;1;1;1;1;22;1000
AMTZ;9;1;1;1;1;22;-20
DIVID_REQ;9;1;1;1;1;22;1000
AMTZ;10;1;1;1;1;22;-20
DIVID_REQ;10;1;1;1;1;22;1000
AMTZ;11;1;1;1;1;22;-20
DIVID_REQ;11;1;1;1;1;22;1000
AMTZ;12;1;1;1;1;22;-20
AMTZ;13;1;1;1;1;22;-20
AMTZ;14;1;1;1;1;22;-20
DIVID_REQ;14;1;1;1;1;22;1000
AMTZ;15;1;1;1;1;22;-20
DIVID_REQ;15;1;1;1;1;22;1000
AMTZ;16;1;1;1;1;22;-20
DIVID_REQ;16;1;1;1;1;22;1000
AMTZ;17;1;1;1;1;22;-20
DIVID_REQ;17;1;1;1;1;22;1000
AMTZ;18;1;1;1;1;22;-20
DIVID_REQ;18;1;1;1;1;22;1000
AMTZ;19;1;1;1;1;22;-20
AMTZ;20;1;1;1;1;22;-20
DIVID_REQ;20;1;1;1;1;22;1000
AMTZ;21;1;1;1;1;22;-20
DIVID_REQ;21;1;1;1;1;22;1000
AMTZ;22;1;1;1;1;22;-20
AMTZ;23;1;1;1;1;22;-20
DIVID_REQ;23;1;1;1;1;22;1000
AMTZ;1;1;1;1;1;23;-20
AMTZ;2;1;1;1;1;23;-20
AMTZ;3;1;1;1;1;23;-20
AMTZ;4;1;1;1;1;23;-20
AMTZ;5;1;1;1;1;23;-20
AMTZ;6;1;1;1;1;23;-20
AMTZ;7;1;1;1;1;23;-20
DIVID_REQ;7;1;1;1;1;23;1000
AMTZ;8;1;1;1;1;23;-20
DIVID_REQ;8;1;1;1;1;23;1000
AMTZ;9;1;1;1;1;23;-20
DIVID_REQ;9;1;1;1;1;23;1000
AMTZ;10;1;1;1;1;23;-20
DIVID_REQ;10;1;1;1;1;23;1000
AMTZ;11;1;1;1;1;23;-20
DIVID_REQ;11;1;1;1;1;23;1000
AMTZ;12;1;1;1;1;23;-20
AMTZ;13;1;1;1;1;23;-20
AMTZ;14;1;1;1;1;23;-20
DIVID_REQ;14;1;1;1;1;23;1000
AMTZ;15;1;1;1;1;23;-20
DIVID_REQ;15;1;1;1;1;23;1000
AMTZ;16;1;1;1;1;23;-20
DIVID_REQ;16;1;1;1;1;23;1000
AMTZ;17;1;1;1;1;23;-20
DIVID_REQ;17;1;1;1;1;23;1000
AMTZ;18;1;1;1;1;23;-20
DIVID_REQ;18;1;1;1;1;23;1000
AMTZ;19;1;1;1;1;23;-20
AMTZ;20;1;1;1;1;23;-20
DIVID_REQ;20;1;1;1;1;23;1000
AMTZ;21;1;1;1;1;23;-20
DIVID_REQ;21;1;1;1;1;23;1000
AMTZ;22;1;1;1;1;23;-20
AMTZ;23;1;1;1;1;23;-20
DIVID_REQ;23;1;1;1;1;23;1000
AMTZ;1;1;1;1;1;24;-20
AMTZ;2;1;1;1;1;24;-20
AMTZ;3;1;1;1;1;24;-20
AMTZ;4;1;1;1;1;24;-20
AMTZ;5;1;1;1;1;24;-20
AMTZ;6;1;1;1;1;24;-20
AMTZ;7;1;1;1;1;24;-20
DIVID_REQ;7;1;1;1;1;24;1000
AMTZ;8;1;1;1;1;24;-20
DIVID_REQ;8;1;1;1;1;24;1000
AMTZ;9;1;1;1;1;24;-20
DIVID_REQ;9;1;1;1;1;24;1000
AMTZ;10;1;1;1;1;24;-20
DIVID_REQ;10;1;1;1;1;24;1000
AMTZ;11;1;1;1;1;24;-20
DIVID_REQ;11;1;1;1;1;24;1000
AMTZ;12;1;1;1;1;24;-20
AMTZ;13;1;1;1;1;24;-20
AMTZ;14;1;1;1;1;24;-20
DIVID_REQ;14;1;1;1;1;24;1000
AMTZ;15;1;1;1;1;24;-20
DIVID_REQ;15;1;1;1;1;24;1000
AMTZ;16;1;1;1;1;24;-20
DIVID_REQ;16;1;1;1;1;24;1000
AMTZ;17;1;1;1;1;24;-20
DIVID_REQ;17;1;1;1;1;24;1000
AMTZ;18;1;1;1;1;24;-20
DIVID_REQ;18;1;1;1;1;24;1000
AMTZ;19;1;1;1;1;24;-20
AMTZ;20;1;1;1;1;24;-20
DIVID_REQ;20;1;1;1;1;24;1000
AMTZ;21;1;1;1;1;24;-20
DIVID_REQ;21;1;1;1;1;24;1000
AMTZ;22;1;1;1;1;24;-20
AMTZ;23;1;1;1;1;24;-20
DIVID_REQ;23;1;1;1;1;24;1000
AMTZ;1;1;1;1;1;25;-20
AMTZ;2;1;1;1;1;25;-20
AMTZ;3;1;1;1;1;25;-20
AMTZ;4;1;1;1;1;25;-20
AMTZ;5;1;1;1;1;25;-20
AMTZ;6;1;1;1;1;25;-20
AMTZ;7;1;1;1;1;25;-20
DIVID_REQ;7;1;1;1;1;25;1000
AMTZ;8;1;1;1;1;25;-20
DIVID_REQ;8;1;1;1;1;25;1000
AMTZ;9;1;1;1;1;25;-20
DIVID_REQ;9;1;1;1;1;25;1000
AMTZ;10;1;1;1;1;25;-20
DIVID_REQ;10;1;1;1;1;25;1000
AMTZ;11;1;1;1;1;25;-20
DIVID_REQ;11;1;1;1;1;25;1000
AMTZ;12;1;1;1;1;25;-20
AMTZ;13;1;1;1;1;25;-20
AMTZ;14;1;1;1;1;25;-20
DIVID_REQ;14;1;1;1;1;25;1000
AMTZ;15;1;1;1;1;25;-20
DIVID_REQ;15;1;1;1;1;25;1000
AMTZ;16;1;1;1;1;25;-20
DIVID_REQ;16;1;1;1;1;25;1000
AMTZ;17;1;1;1;1;25;-20
DIVID_REQ;17;1;1;1;1;25;1000
AMTZ;18;1;1;1;1;25;-20
DIVID_REQ;18;1;1;1;1;25;1000
AMTZ;19;1;1;1;1;25;-20
AMTZ;20;1;1;1;1;25;-20
DIVID_REQ;20;1;1;1;1;25;1000
AMTZ;21;1;1;1;1;25;-20
DIVID_REQ;21;1;1;1;1;25;1000
AMTZ;22;1;1;1;1;25;-20
AMTZ;23;1;1;1;1;25;-20
DIVID_REQ;23;1;1;1;1;25;1000
AMTZ;1;1;1;1;1;26;-20
AMTZ;2;1;1;1;1;26;-20
AMTZ;3;1;1;1;1;26;-20
AMTZ;4;1;1;1;1;26;-20
AMTZ;5;1;1;1;1;26;-20
AMTZ;6;1;1;1;1;26;-20
AMTZ;7;1;1;1;1;26;-20
DIVID_REQ;7;1;1;1;1;26;1000
AMTZ;8;1;1;1;1;26;-20
DIVID_REQ;8;1;1;1;1;26;1000
AMTZ;9;1;1;1;1;26;-20
DIVID_REQ;9;1;1;1;1;26;1000
AMTZ;10;1;1;1;1;26;-20
DIVID_REQ;10;1;1;1;1;26;1000
AMTZ;11;1;1;1;1;26;-20
DIVID_REQ;11;1;1;1;1;26;1000
AMTZ;12;1;1;1;1;26;-20
AMTZ;13;1;1;1;1;26;-20
AMTZ;14;1;1;1;1;26;-20
DIVID_REQ;14;1;1;1;1;26;1000
AMTZ;15;1;1;1;1;26;-20
DIVID_REQ;15;1;1;1;1;26;1000
AMTZ;16;1;1;1;1;26;-20
DIVID_REQ;16;1;1;1;1;26;1000
AMTZ;17;1;1;1;1;26;-20
DIVID_REQ;17;1;1;1;1;26;1000
AMTZ;18;1;1;1;1;26;-20
DIVID_REQ;18;1;1;1;1;26;1000
AMTZ;19;1;1;1;1;26;-20
AMTZ;20;1;1;1;1;26;-20
DIVID_REQ;20;1;1;1;1;26;1000
AMTZ;21;1;1;1;1;26;-20
DIVID_REQ;21;1;1;1;1;26;1000
AMTZ;22;1;1;1;1;26;-20
AMTZ;23;1;1;1;1;26;-20
DIVID_REQ;23;1;1;1;1;26;1000
AMTZ;1;1;1;1;1;27;-20
AMTZ;2;1;1;1;1;27;-20
AMTZ;3;1;1;1;1;27;-20
AMTZ;4;1;1;1;1;27;-20
AMTZ;5;1;1;1;1;27;-20
AMTZ;6;1;1;1;1;27;-20
AMTZ;7;1;1;1;1;27;-20
DIVID_REQ;7;1;1;1;1;27;1000
AMTZ;8;1;1;1;1;27;-20
DIVID_REQ;8;1;1;1;1;27;1000
AMTZ;9;1;1;1;1;27;-20
DIVID_REQ;9;1;1;1;1;27;1000
AMTZ;10;1;1;1;1;27;-20
DIVID_REQ;10;1;1;1;1;27;1000
AMTZ;11;1;1;1;1;27;-20
DIVID_REQ;11;1;1;1;1;27;1000
AMTZ;12;1;1;1;1;27;-20
AMTZ;13;1;1;1;1;27;-20
AMTZ;14;1;1;1;1;27;-20
DIVID_REQ;14;1;1;1;1;27;1000
AMTZ;15;1;1;1;1;27;-20
DIVID_REQ;15;1;1;1;1;27;1000
AMTZ;16;1;1;1;1;27;-20
DIVID_REQ;16;1;1;1;1;27;1000
AMTZ;17;1;1;1;1;27;-20
DIVID_REQ;17;1;1;1;1;27;1000
AMTZ;18;1;1;1;1;27;-20
DIVID_REQ;18;1;1;1;1;27;1000
AMTZ;19;1;1;1;1;27;-20
AMTZ;20;1;1;1;1;27;-20
DIVID_REQ;20;1;1;1;1;27;1000
AMTZ;21;1;1;1;1;27;-20
DIVID_REQ;21;1;1;1;1;27;1000
AMTZ;22;1;1;1;1;27;-20
AMTZ;23;1;1;1;1;27;-20
DIVID_REQ;23;1;1;1;1;27;1000
AMTZ;1;1;1;1;1;28;-20
AMTZ;2;1;1;1;1;28;-20
AMTZ;3;1;1;1;1;28;-20
AMTZ;4;1;1;1;1;28;-20
AMTZ;5;1;1;1;1;28;-20
AMTZ;6;1;1;1;1;28;-20
AMTZ;7;1;1;1;1;28;-20
DIVID_REQ;7;1;1;1;1;28;1000
AMTZ;8;1;1;1;1;28;-20
DIVID_REQ;8;1;1;1;1;28;1000
AMTZ;9;1;1;1;1;28;-20
DIVID_REQ;9;1;1;1;1;28;1000
AMTZ;10;1;1;1;1;28;-20
DIVID_REQ;10;1;1;1;1;28;1000
AMTZ;11;1;1;1;1;28;-20
DIVID_REQ;11;1;1;1;1;28;1000
AMTZ;12;1;1;1;1;28;-20
AMTZ;13;1;1;1;1;28;-20
AMTZ;14;1;1;1;1;28;-20
DIVID_REQ;14;1;1;1;1;28;1000
AMTZ;15;1;1;1;1;28;-20
DIVID_REQ;15;1;1;1;1;28;1000
AMTZ;16;1;1;1;1;28;-20
DIVID_REQ;16;1;1;1;1;28;1000
AMTZ;17;1;1;1;1;28;-20
DIVID_REQ;17;1;1;1;1;28;1000
AMTZ;18;1;1;1;1;28;-20
DIVID_REQ;18;1;1;1;1;28;1000
AMTZ;19;1;1;1;1;28;-20
AMTZ;20;1;1;1;1;28;-20
DIVID_REQ;20;1;1;1;1;28;1000
AMTZ;21;1;1;1;1;28;-20
DIVID_REQ;21;1;1;1;1;28;1000
AMTZ;22;1;1;1;1;28;-20
AMTZ;23;1;1;1;1;28;-20
DIVID_REQ;23;1;1;1;1;28;1000
AMTZ;1;1;1;1;1;29;-20
AMTZ;2;1;1;1;1;29;-20
AMTZ;3;1;1;1;1;29;-20
AMTZ;4;1;1;1;1;29;-20
AMTZ;5;1;1;1;1;29;-20
AMTZ;6;1;1;1;1;29;-20
AMTZ;7;1;1;1;1;29;-20
DIVID_REQ;7;1;1;1;1;29;1000
AMTZ;8;1;1;1;1;29;-20
DIVID_REQ;8;1;1;1;1;29;1000
AMTZ;9;1;1;1;1;29;-20
DIVID_REQ;9;1;1;1;1;29;1000
AMTZ;10;1;1;1;1;29;-20
DIVID_REQ;10;1;1;1;1;29;1000
AMTZ;11;1;1;1;1;29;-20
DIVID_REQ;11;1;1;1;1;29;1000
AMTZ;12;1;1;1;1;29;-20
AMTZ;13;1;1;1;1;29;-20
AMTZ;14;1;1;1;1;29;-20
DIVID_REQ;14;1;1;1;1;29;1000
AMTZ;15;1;1;1;1;29;-20
DIVID_REQ;15;1;1;1;1;29;1000
AMTZ;16;1;1;1;1;29;-20
DIVID_REQ;16;1;1;1;1;29;1000
AMTZ;17;1;1;1;1;29;-20
DIVID_REQ;17;1;1;1;1;29;1000
AMTZ;18;1;1;1;1;29;-20
DIVID_REQ;18;1;1;1;1;29;1000
AMTZ;19;1;1;1;1;29;-20
AMTZ;20;1;1;1;1;29;-20
DIVID_REQ;20;1;1;1;1;29;1000
AMTZ;21;1;1;1;1;29;-20
DIVID_REQ;21;1;1;1;1;29;1000
AMTZ;22;1;1;1;1;29;-20
AMTZ;23;1;1;1;1;29;-20
DIVID_REQ;23;1;1;1;1;29;1000
AMTZ;1;1;1;1;1;30;-20
AMTZ;2;1;1;1;1;30;-20
AMTZ;3;1;1;1;1;30;-20
AMTZ;4;1;1;1;1;30;-20
AMTZ;5;1;1;1;1;30;-20
AMTZ;6;1;1;1;1;30;-20
AMTZ;7;1;1;1;1;30;-20
DIVID_REQ;7;1;1;1;1;30;1000
AMTZ;8;1;1;1;1;30;-20
DIVID_REQ;8;1;1;1;1;30;1000
AMTZ;9;1;1;1;1;30;-20
DIVID_REQ;9;1;1;1;1;30;1000
AMTZ;10;1;1;1;1;30;-20
DIVID_REQ;10;1;1;1;1;30;1000
AMTZ;11;1;1;1;1;30;-20
DIVID_REQ;11;1;1;1;1;30;1000
AMTZ;12;1;1;1;1;30;-20
AMTZ;13;1;1;1;1;30;-20
AMTZ;14;1;1;1;1;30;-20
DIVID_REQ;14;1;1;1;1;30;1000
AMTZ;15;1;1;1;1;30;-20
DIVID_REQ;15;1;1;1;1;30;1000
AMTZ;16;1;1;1;1;30;-20
